nombre;categoria;rvc;epochs;language;enlace;nombre2;rvc2;epochs2;language2;enlace2;nombre3;rvc3;epochs3;language3;enlace3;nombre4;rvc4;epochs4;language4;enlace4;nombre5;rvc5;epochs5;language5;enlace5;nombre6;rvc6;epochs6;language6;enlace6;nombre7;rvc7;epochs7;language7;enlace7;nombre8;rvc8;epochs8;language8;enlace8;nombre9;rvc9;epochs9;language9;enlace9;nombre10;rvc10;epochs10;language10;enlace10
Glamrock Freddy;FNAF;RVC2, RMVPE;100;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/GlamrockFreddyZaccActs.zip;Glamrock Freddy;;150;;https://huggingface.co/C0ttontheBunny/GlamFred/resolve/main/GlamrockFreddyy.zip?download=true;Glamrock Freddy;RVC2;215;;https://huggingface.co/RichardPupRoo/FNAF-FruitCake-AiVoices/resolve/main/Glamrock%20Freddy%20(Fruitcock).zip;Glamrock Freddy;RVC2;250;;https://huggingface.co/kiwiee/GlamrockFreddy/resolve/main/GR_Freddy.zip;Glamrock Freddy;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/glamrock-freddy-furys-rage.zip;Glamrock Freddy;RVC2, RMVPE;150;;https://huggingface.co/PlayerBPlaytime/My-Models/resolve/main/GlamrockFreddy.zip?download=true;Glamrock Freddy;RVC2;250;;https://huggingface.co/Nibitheguyondiscord/RVCModels/resolve/main/Glamrock-Freddy.zip;Glamrock Freedy;RVC2;260;;https://huggingface.co/Biotin/GlamrockFreddy/resolve/main/GlamrockFreddy.zip;;;;;;;;;;
Glenn Quagmire;Family Guy;RVC2, RMVPE;180;Italian;https://huggingface.co/antoskyron/quagmire/resolve/main/quagmire.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gloria;Madagascar;RVC2;500;;https://huggingface.co/Player1444/AI.models/resolve/main/Gloria.zip;Gloria (Madagascar);RVC2;500;Russian;https://huggingface.co/Player1444/AI.models/resolve/main/Gloria-rus-dub%20(Trained%20on%20Snowie%20V3).zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G-Man;Half Life;RVC2;600;;https://huggingface.co/BigMitchell/gman/resolve/main/gman.zip;G-Man;RVC2;260;;https://huggingface.co/datasets/dread1900/G-Man/resolve/main/G-Man.zip;G-Man;RVC2;250;Italian & German;https://huggingface.co/Vomitaco15/AI/resolve/main/G-Man.zip;G-Man;RVC2, RMVPE;400;;https://huggingface.co/ScruffyRVC/RFCRVCV2/resolve/main/gmanv2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gol D. Roger;One Piece;RVC2;250;;https://huggingface.co/RevolutionaryPie/GolDRogerRVC/resolve/main/GolDRoger.zip;Gol D. Roger (Pre-Timeskip);RVC2;205;;https://huggingface.co/Skeetawn/OnePiece-Gol_D_Roger-ORIGINAL/resolve/main/OnePiece-Gol_D_Roger-ORIGINAL.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Golden Freddy;FNAF;;350;;https://huggingface.co/Homiebear/GoldenFreddyTLT/resolve/main/GoldenFreddyTLT.zip?download=true;Golden Freddy;RMVPE;450;;https://huggingface.co/LivingGift/David_Near_FNAF_Voices/resolve/main/Golden%20Freddy.zip?download=true;Golden Freddy (Latin);RVC2;60;Spanish;https://huggingface.co/Meido2/GoldenFreddy/resolve/main/GoldenFreddyAR.zip;Golden Freddy (Phone Call);RMVPE;300;;https://huggingface.co/Homiebear/GoldenFreddy-call5/resolve/main/FNAF%20GoldenFreddy.zip?download=true;Golden Freddy (Cassidy);RVC2;200;;https://huggingface.co/RichardPupRoo/AnInterviewWith-AIVoices/resolve/main/Golden%20Freddy%20(Interview).zip;Golden Freddy (Cassidy Laugh);RVC2;250;;https://huggingface.co/vinnystop/goldenfred/resolve/main/goldfre.zip?download=true;;;;;;;;;;;;;;;;;;;;
Goofy;Disney;RVC2;600;English;https://huggingface.co/NewTab/GoofyBrockBakerRVC/resolve/main/GoofyBrockBaker.zip;Goofy (Latin);RVC2, RMVPE;200;Spanish;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/GoofyLA.zip;Goofy (Polish);RVC2;875;Polish;https://huggingface.co/Nikt271/Goofy/resolve/main/Goofy.zip;Goofy Laugh;RVC2, RMVPE;420;;https://huggingface.co/EvanTheToonGuy40/RVC_Models/resolve/main/GoofyAhhLaugh.zip;Goofy (Vittorio Amandola);RVC2;100;;https://huggingface.co/Loren85/Pippo-Italian-Dub/resolve/main/Pippo%20Vittorio%20Amandola%20voce.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;
Gordon Freeman;Half Life;;300;;http://accursedfarms.com/downloads/other/FM_voice_tracks.zip;Gordon Freeman;RVC2;550;;https://huggingface.co/litsathedancer/Gordon/resolve/main/Gordon.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gordon Ramsay (Speaking) [RVC V2] (230 Epochs);;RVC2;230;;https://huggingface.co/AstralBlade/Model/blob/main/GordonRamsay.zip;Gordon Ramsay;RVC2, OV2 Super;250;;https://huggingface.co/rayzox57/GordonRamsay_RVC/resolve/main/GordonRamsay_v2_ov2_250e.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gotenks;Dragon Ball;RVC2;300;;https://huggingface.co/SyberGen/DragonBallVModels/resolve/main/Gotenks.zip;Gotenks (Masako Nozawa & Takeshi Kusao);RVC2;250;Japanese;https://huggingface.co/Goshujin/GoshujinRVC/resolve/main/GotenksJPN.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Green Lantern;DC;RVMPE;200;;https://huggingface.co/Homiebear/Greenlantern/resolve/main/GreenLantern.zip?download=true;Green Lantern / John Stewart;RVC2, RMVPE;1200;;https://huggingface.co/The-Doctor/The-DoctorRVC/resolve/main/GreenLanternJS_v2_1200e.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greninja;Pokemon;RVC2;300;;https://huggingface.co/Zeal-anton-ski/Sage/resolve/main/Greninja.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Griff;Brawl Stars;RVC2;250;;https://huggingface.co/EndermanPierce/Griff/resolve/main/Griff.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grinch ( how Grinch stole christmas) (RVC V2) (500 Epochs);;RVC2;500;;https://huggingface.co/Player1444/AI.models/resolve/main/Grinch.zip;Grinch (Boris Karloff);RVC2, RMVPE;200;;https://huggingface.co/SirLucas9090/GrinchKarloff/resolve/main/GrinchKarloff.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grom;Brawl Stars;RVC2;250;;https://huggingface.co/cocoa7/GromBS/resolve/main/grom.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gru;Despicable Me;RVC2;250;;https://huggingface.co/NewTab/RVCModelsV1orV2/resolve/main/GruDealtasticMe.zip;Gru;RVC2;120;;https://huggingface.co/vexxed/VexxedRVC/resolve/main/Gru-v2-48k-120e.zip;Gru (Latin);RVC2, RMVPE;300;;https://huggingface.co/AmanBOT/Gru/resolve/main/Gru.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guido Mista;JoJo's Bizarre Adventure;RVC2;220;English;https://huggingface.co/coconutfarm/GuidoMista_ENG/resolve/main/Mista_220v2.zip;Guido Mista;RVC2;300;;https://huggingface.co/coconutfarm/PS2_Mista/resolve/main/PS2_Mista.zip;Guido Mista;RVC2;700;;https://huggingface.co/PetroOne/PetroOneRVC/resolve/main/Guido%20Mista.zip;Guido Mista;RVC2;210;Japanese;https://huggingface.co/Gamerwater12/Guido-Mista-JP/resolve/main/Guido-Mista-JP.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gumball;The Amazing World of Gumball;RVC2;200;Portuguese (BR);https://huggingface.co/upetilho1/GumballTuga/resolve/main/gumballPT.mp3.zip;Gumball (TAWOG);RVC2;100;;https://huggingface.co/Ai-ish/Aimodel2/resolve/main/Junkyjanker-gumball.zip;Gumball (Paolo Filio);RVC2;300;Italian;https://huggingface.co/Alejo520/ModelsByAlejo520/resolve/main/gumball-paolo_filio.zip;Gumball;RVC2;200;English;https://drive.google.com/file/d/1E8p8ojdPoK6ChJa8hhUkqJ1ZYyd0oG2_/view?usp=sharing;Gumball;RVC2;300;Turkish;https://app.kits.ai/convert/shared/gumball-turkish;Gumball;;;Polish;https://app.kits.ai/convert/shared/gumball-Z8B7K8WHJJ;Gumball;RVC2;250;Russian;https://huggingface.co/vadigr123/vadim/resolve/main/Gumball_Watterson.zip;Gumball;;;Japanese;https://models.weights.gg/f79e35f4-2581-40c5-85ee-d5c56e03bb70.zip;Gumball (2nd Italian DUB);RVC2;100;Italian;https://huggingface.co/FanFierik/Gumball/resolve/main/Gumball.zip?download=true;;;;;
Gummibär;The Gummy Bear;RVC2, RMVPE;300;German;https://huggingface.co/daasshole/gummibaer_2010/resolve/main/gummibaer_2010.zip?download=true;Gummibär;RVC2;300;Greek;https://huggingface.co/nogkt/gbgreek/resolve/main/gbgreek.zip;The Gummy Bear;RVC2,RMVPE;1000;Spanish;https://huggingface.co/snintendog/Gummibar-Spanish/resolve/main/GummiBar%20Spanish.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gus;Brawl Stars;;;;https://huggingface.co/kisLottUS/Gus_Brawl_Stars/resolve/main/GUS_RVCV2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guy Hamdon;SheZow;;100;English;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/SheZowDMB.zip;Guy Hamdon;RMVPE;100;French;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/SheZowFR.zip;Guy Hamdon;RMVPE;100;Portuguese;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/SheZowBR.zip;Guy Hamdon (Latin);RVC2, RMVPE;200;Spanish;https://huggingface.co/EvanTheToonGuy40/RVC_Models/resolve/main/SheZowLatino.zip;Guy Hamdon (Samuel Vincent);;1000;English;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Shesow%20(dataset%20by%20Woomypearl).zip;Guy Hamdon (Tacotron 2);RVC2, RMVPE;200;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/SheZowTacotron2.zip;;;;;;;;;;;;;;;;;;;;
Gwen;League of Legends;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/gwen-campcamp-Katilin-Becker.zip;Gwen;RVC2;500;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/GwenTheHallowedSeamstress.zip;Gwen;RVC2, RMVPE;500;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/GwenTheHallowedSeamstress.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gyutaro;Demon Slayer;RVC2;600;Japanese;https://huggingface.co/Kuma6/Gyutaro/resolve/main/Gyutaro.zip;Gyutaro;RVC2;400;Russian;https://huggingface.co/KristheBat/Gyutaro_rus_dub/resolve/main/Gyutaro400.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hachikuji Mayoi;Monogatari;RVC2;200;;https://huggingface.co/ThjtCien/MonogatariRVC/resolve/main/HachikujiMayoi.zip;Hachikuji Mayoi;RVC2, RMVPE;200;;https://huggingface.co/ThjtCien/MonogatariRVC/resolve/main/HachikujiMayoi.zip%3C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hagrid;Harry Potter;RVC2;400;French;https://huggingface.co/Mcfloy/HagridFR/resolve/main/HagridFR.zip;Hagrid (Francesco Pannofino);RVC2;300;Italian;https://huggingface.co/Loren85/Hagrid-Film-Italian-dub/resolve/main/Hagrid-Italian-Dub-film.zip?download=true;Hagrid (Pietro Ubaldi);RVC2;250;Italian;https://huggingface.co/Loren85/Hagrid-PS1-Italian-Dub/resolve/main/HagridPS1VoiceIta.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hatsune Miku;Hatsune Miku;RVC2;1000;;https://huggingface.co/javinfamous/infamous_miku_v2/resolve/main/infamous_miku_v2.zip;Hatsune Miku (Crypton Future Media);RVC2;30;;https://huggingface.co/aple/HatsuneMikuRVC/resolve/main/miku_default_rvc.zip;Hatsune Miku (Latin);RVC2;300;Spanish;https://huggingface.co/Alejo520/ModelsByAlejo520/resolve/main/hatsune-miku-Latin-Spanish.zip;Hatsune Miku (Kagerou Daze/Days);RVC2;300;;https://drive.google.com/file/d/1HxQUaC8TR4kzgSqCF1dbtpNm7EMR_N2_/view?usp=sharing;Hatsune Miku (Sega Tunning);RVC2;200;;https://huggingface.co/SonicInGug/Miku-Diva/resolve/main/MikuDiva.zip;;;;;;;;;;;;;;;;;;;;;;;;;
Homer Simpson;The Simpsons;RVC2;150;;https://huggingface.co/REDACTEDREDACT/HomerMugen/resolve/main/HomerMugen.zip;Homer Simpson (Tonino Accolla);RVC2, Ov2;350;Italian;https://huggingface.co/Loren85/Homer-Simpson-Ita-vecchio-Doppiatore/resolve/main/Homer%20Simpson%20Ita%20(vecchio%20doppiatore).zip?download=true;Homer Simpson (Hit & Run);;500;;https://huggingface.co/Homiebear/HomerSimper/resolve/main/HomerSimpson.zip?download=true;Homer Simpson;RVC2;300;French;https://huggingface.co/Sunwest/Homer_Simpson_300/resolve/main/homer_300_V0.1.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hu Tao;Genshin Impact;RVC2;500;;https://huggingface.co/benitheworld/hutao-cn/resolve/main/hutao-cn.zip;Hu Tao;RVC2, RMVPE, Ov2;400;;https://huggingface.co/Voxelcraft/AIModels/resolve/main/HuTao.zip;Hu Tao;RVC2;150;English;https://huggingface.co/crashwastaken/HuTao/resolve/main/Genshin%20Hu%20Tao.zip?download=true;Hu Tao;RVC2;399;Japanese;https://huggingface.co/RinkaEmina/RVC_Sharing/resolve/main/Hu_Tao_V2_48000Hz_Magio_Crepe.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jair Bolsonaro;Politician;RVC2;100;;https://huggingface.co/LH6582/Bolsonaro/resolve/main/Bolsonaro.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jennie of Blackpink;Singer;RVC2;450;Korean;https://huggingface.co/leeloli/jenniesoft/resolve/main/jenniesoft.zip;Jennie of Blackpink (Strong Version);RVC2;500;Korean;https://huggingface.co/leeloli/jenniestrong/resolve/main/jenniestrong.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jessie;Brawl Stars;RMVPE;300;;https://huggingface.co/asonist/Jessie/resolve/main/Jessie_e300_s1200.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joe Biden;Politician;;;;https://huggingface.co/Nardicality/so-vits-svc-4.0-models/tree/main;Joe Biden Robocaller;RVC2, RMVPE;200;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/JoeBidenRobocall.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justin Bieber;Singer;RVC2, RMVPE;330;;https://huggingface.co/drakepreet/AIModelsRVC/blob/main/JustinBieber_v2_e330.zip;Justin Bieber;RVC2;600;;https://huggingface.co/HarryAJMK418/Justin_Bieber/resolve/main/Justin%20Bieber.zip;Justin Bieber (Purpose Era);RVC2;300;;https://huggingface.co/aaaqaqaa/purposeaudacity/blob/main/purposeaudacity.zip;Justin Bieber;RVC;250;;https://drive.google.com/file/d/1F6JFO2O960l9fF3-BrJ2kAm4mPCaUDr2/view?usp=share_link;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kanye West;Singer;RVC2;200;;https://huggingface.co/fivebilliion/yandhikanye/blob/main/yandhikanye200.zip;Kanye West (Donda Era);RVC2;200;;https://huggingface.co/raptarantino/kanyedonda/resolve/main/dondaera200.zip;Kanye West (Donda v2);RMVPE;850;;https://huggingface.co/UnitedShoes/kanye-dondav2-batch8/tree/main;Kanye West (Graduation Era);RVC2;300;;https://huggingface.co/TheRealheavy/KanyeWestGraduationEra/resolve/main/KanyeWestGraduation.zip?download=true;Kanye West (Love Lockdown);RMVPE, OV2;4200;;https://huggingface.co/UnitedShoes/lovelockdown-high1/tree/main;Kanye West (Runaway Ending);RVC2;150;;https://huggingface.co/Margen67/kanyewest_runaway/resolve/main/kanyewest_runaway.zip;Kanye West (The College Dropout);RVC2, RMVPE;275;;https://huggingface.co/GoDZ21/KanyeWest_TheCollegeDropout_Era_RVCv2/resolve/main/trained_KanyeWest_TheCollegeDropout_Era_RVCv2.zip;Kanye West (Ye Era);RVC2, OV2;350;;https://huggingface.co/Bruh110/KANYEWESTYE/resolve/main/KANYEWEST_YE_ERA.zip?download=true;Kanye West (1K);RVC;1000;;https://mega.nz/file/ycwVzCSa#zGkCG6-riiPyR6oPn_loMjYNUOdxIY06vwW1XN5nAOI;;;;;
Leon;Brawl Stars;RVC2, RMVPE;200;;https://huggingface.co/adaaddad/brawl-stars-voices/resolve/main/leon.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luiz Inácio Lula da Silva;Politician;RVC2;100;;https://huggingface.co/LH6582/Lula/resolve/main/Lula.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maisy;Brawl Stars;RVC2, RMVPE;200;;https://huggingface.co/adaaddad/brawl-stars-voices/resolve/main/maisy.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meg;Brawl Stars;RVC2, RMVPE;350;;https://huggingface.co/Timur04129/Meg/resolve/main/Meg%20(Brawl%20Stars).zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melodie;Brawl Stars;RVC2, RMVPE;200;;https://huggingface.co/PlayerBPlaytime/My-Models/resolve/main/Melodie.zip;Melody;RVC2, RMVPE;200;;https://huggingface.co/adaaddad/brawl-stars-voices/resolve/main/melody_32k.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mico;Brawl Stars;;;;https://huggingface.co/fernandogg2009/Mico/resolve/main/mico.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minecraft Villager;Minecraft;RVC2;375;;https://huggingface.co/misobeef1/mcvillager/blob/main/mcvillager.zip;Minecraft Villager (Retrained);RVC2;300;;https://huggingface.co/SyberGen/Minecraft-VModels/resolve/main/VillagerElemAnim-v2.zip;Minecraft Villager;RVC2;500;;https://huggingface.co/analogspiderweb/analogspiderweb_RVC/resolve/main/villager.zip?download=true;Minecraft Villager;;1000;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Villager%20(Minecraft).zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortis;Brawl Stars;;;;https://huggingface.co/fernandogg2009/Mortis/resolve/main/Mortis.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pavel Shampanov;Youtuber;RVC2, RMVPE;500;;https://huggingface.co/dragoncrack/https___www_donationalerts_com_r_crack_dragon/resolve/main/SHAMPANOV.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poco;Brawl Stars;;;;https://models.weights.gg/fc21291e-5d67-4536-b47b-72116b8cca93.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R-T;Brawl Stars;RVC2;300;;https://huggingface.co/cocoa7/R-TBS/resolve/main/r-t.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Brawl Stars;RVC2;300;;https://huggingface.co/cocoa7/SamBS/resolve/main/sam.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sandy;Brawl Stars;RVC2;250;;https://huggingface.co/UltraSand/Sandy_Brawl_Stars/resolve/main/Ultimate-Sand.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sprout;Brawl Stars;RVC1;500;;https://huggingface.co/KnuxGe1mer/BrawlStars/resolve/main/Sprout.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stu;Brawl Stars;RVC2;300;;https://cdn.discordapp.com/attachments/871824348019847219/1159977389196058756/speedin.wav?ex=6532fc20&hm=7e197c1d4cee88320156aaf0c136f5a47cb8d1ae04f91415bf46a105eec47e74&is=65208720;Stu;RVC2;300;;https://huggingface.co/cocoa7/StuBS/resolve/main/stu.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Surge;Brawl Stars;RVC2;300;;https://huggingface.co/EndermanPierce/Surge/resolve/main/Surge.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vladimit Putin;Politician;RVC2;;Russian;https://models.weights.gg/6e284959-6195-471b-b4c4-851c7242f0b9.zip;Vladimir Putin;RVC2;300;Russian;https://huggingface.co/Stevenojob/putin/resolve/main/vladimir_putin.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
